ShopRecordID|ArrivalDate|Age|ShopID|IsHeavy|CarModelID|CommodityID|DateCompleted
103|2018-05-09|10.27|471554|True|292209|477998|2018-05-23
104|2018-05-07|9.77|471557|True|292217|478013|2018-07-20
105|2018-05-18|14.55|471554|True|292213|478007|2018-08-03
106|2018-05-10|10.11|471559|True|292225|478040|2018-08-29
107|2018-06-23|19.49|471562|False|292215|478014|2018-09-10
108|2018-06-29|10.17|471554|True|292217|478013|2018-08-29
109|2018-06-22|5.26|471558|False|292226|478029|2018-07-13
110|2018-06-29|10.67|471554|True|292227|477998|2018-08-07
111|2018-07-06|10.35|471558|True|292218|478021|2018-08-29
112|2018-07-03|10.18|471554|True|292217|478013|2018-08-30
113|2018-07-02|10.09|471564|False|292215|478041|2018-12-19
114|2018-07-10|6.59|471554|False|292214|478018|2018-09-28
115|2018-07-09|10.53|471554|True|292209|477998|2018-07-18
116|2018-07-03|10.35|471554|True|292217|478013|2018-08-09
117|2018-07-18|10.55|471554|True|292209|477998|2018-07-27
118|2018-07-18|10.88|471554|True|292227|477998|2018-07-27
119|2018-07-18|6.52|471557|False|292214|478018|2018-08-29
120|2018-08-21|10.25|471559|True|292225|478040|2018-10-26
121|2018-08-23|9.9|471557|True|292212|478002|2019-01-28
122|2018-08-09|9.86|471557|False|292205|478016|2019-01-30
123|2018-09-07|9.77|471557|False|292217|478013|2018-12-31
124|2018-08-13|10.37|471564|False|292208|478042|2018-10-18
125|2017-06-23|9.4|471554|True|292209|478043|2018-02-07
126|2018-03-27|10.58|471553|True|292207|478044|2018-05-11
127|2017-05-18|10.97|471572|False|292218|478045|2018-02-14
128|2017-09-11|10.12|471553|True|292209|477998|2018-04-02
129|2017-10-17|9.88|471554|False|292227|477998|2018-02-08
130|2017-10-16|10.55|471560|True|292212|478046|2018-02-13
131|2017-11-14|8.79|471553|True|292204|477991|2018-02-26
132|2017-10-31|10.17|471557|True|292211|478047|2018-02-09
133|2017-11-09|16.7|471554|False|292213|478048|2018-01-08
134|2017-11-13|10.29|471553|True|292227|477998|2018-02-14
135|2017-12-29|39.02|471564|True|292207|478049|2018-04-30
136|2018-01-11|15.62|471554|False|292220|478005|2018-01-25
137|2018-01-11|10.71|471554|True|292219|478050|2018-02-24
138|2018-01-11|6.09|471557|False|292214|478018|2018-02-08
139|2018-03-14|4.93|471557|False|292213|478007|2018-09-26
140|2018-03-12|8.87|471554|True|292224|478035|2018-06-19
141|2018-03-13|9.95|471556|True|292218|478005|2018-04-25
142|2018-04-02|10.17|471568|True|292223|478026|2018-05-31
143|2018-03-21|4.85|471557|False|292213|478007|2018-07-20
144|2018-03-22|10.73|471554|True|292217|478013|2018-04-16
145|2018-03-22|10.65|471554|True|292217|478013|2018-04-20
146|2018-03-19|9.97|471554|False|292218|478051|2018-04-03
147|2018-03-26|4.79|471555|False|292206|477993|2018-05-04
148|2018-04-09|10.86|471554|True|292209|477998|2018-04-14
149|2018-06-15|26.39|471563|False|292210|478005|2018-08-30
150|2018-06-04|9.93|471554|True|292211|478052|2018-07-17
151|2018-05-26|10.16|471554|True|292210|478053|2018-06-29
152|2018-06-05|9.68|471557|True|292212|478002|2018-08-22
153|2018-06-04|9.76|471557|False|292217|478013|2019-02-28
154|2018-06-04|5.21|471558|False|292226|478029|2018-07-13
155|2018-05-31|10.17|471553|False|292220|478005|2018-08-01
156|2018-06-11|9.7|471570|False|292206|477993|2019-02-28
157|2018-06-08|8.69|471554|True|292205|477992|2018-08-08
158|2018-06-09|9.95|471554|True|292211|478008|2018-08-29
159|2018-07-23|5.33|471573|True|292206|477993|2018-08-12
160|2018-08-07|5.32|471573|True|292206|477993|2018-08-13
161|2018-09-07|8.62|471553|False|292219|478054|2019-01-09
162|2018-08-20|10.27|471553|False|292220|478005|2018-11-13
163|2018-08-28|11.25|471554|True|292227|477998|2018-09-07
164|2018-09-06|19.53|471554|True|292213|478048|2019-02-21
165|2018-10-10|5.53|471553|False|292211|478011|2019-01-30
166|2018-12-20|10.81|471574|True|292221|478055|2019-02-25
167|2018-12-18|10.81|471554|True|292224|478035|2019-02-19
168|2018-12-20|10.81|471574|True|292221|478055|2019-02-21
169|2018-11-08|26.62|471567|True|292223|478056|2018-12-11
170|2018-12-17|9.47|471557|True|292214|478018|2019-03-22
171|2019-01-09|10.61|471568|False|292211|478057|2019-01-29
172|2018-12-18|10.97|471553|True|292216|478035|2019-02-28
173|2018-12-03|8.65|471557|False|292205|478058|2019-05-01
174|2018-12-26|10.91|471554|True|292224|478035|2019-05-10
175|2018-12-03|16.1|471556|False|292210|478029|2019-04-16
176|2018-12-04|21.69|471556|True|292208|477996|2019-01-24
177|2018-12-12|5.49|471553|False|292208|478059|2019-04-05
178|2018-12-11|17.54|471557|True|292208|477996|2019-03-15
179|2019-01-16|5.86|471575|False|292206|477993|2019-02-07
180|2019-03-22|17.65|471569|False|292210|478005|2019-06-12
181|2019-02-20|10.73|471557|True|292219|478060|2019-06-24
182|2019-01-28|10.92|471576|True|292219|478040|2019-09-17
183|2019-02-19|10.14|471554|False|292218|478005|2019-04-20
184|2019-04-10|18.04|471553|True|292208|477996|2019-05-24
185|2019-03-21|26.07|471566|False|292206|478061|2019-06-10
186|2019-03-11|8.5|471557|True|292214|478018|2019-10-18
187|2017-04-04|23.52|471570|True|292222|478024|2018-06-04
188|2017-09-11|10.12|471553|True|292227|477998|2018-01-04
189|2017-09-11|9.79|471553|True|292209|477998|2018-04-09
190|2017-10-31|16.09|471557|False|292208|477996|2018-01-31
191|2017-11-07|8.61|471554|True|292224|478035|2018-05-01
192|2017-11-02|9.93|471554|True|292217|478013|2018-01-25
193|2017-11-22|10.23|471556|True|292207|478062|2018-02-20
194|2017-11-10|9.95|471554|True|292217|478013|2018-02-02
195|2018-03-06|10.18|471553|True|292219|478063|2018-05-24
196|2018-01-03|6.09|471557|False|292214|478018|2018-02-08
197|2017-12-14|9.96|471553|True|292227|477998|2018-02-06
198|2017-12-19|3.92|471557|False|292214|478009|2018-02-09
199|2018-02-21|10.4|471557|True|292217|478013|2018-06-14
200|2017-12-29|10.25|471553|True|292205|478016|2018-03-02
201|2018-03-15|10.21|471568|True|292223|478026|2018-03-28
202|2018-03-15|10.21|471568|True|292223|478026|2018-04-26
203|2018-02-24|10.49|471571|True|292208|478064|2018-05-30
204|2018-03-07|11.19|471553|True|292216|478012|2018-05-22
205|2018-03-14|4.85|471557|False|292213|478007|2019-01-11
206|2018-03-26|19.16|471563|True|292211|478002|2018-09-27
207|2018-03-19|9.97|471554|False|292218|478051|2018-03-29
208|2018-03-19|9.87|471554|False|292218|478051|2018-03-30
209|2018-05-03|18.77|471557|True|292210|478065|2018-05-25
210|2018-03-19|10.22|471554|True|292209|478043|2018-04-13
211|2018-05-18|5.13|471573|True|292206|477993|2018-05-30
212|2018-06-15|10.21|471554|True|292217|478066|2018-08-30
213|2018-06-15|10.17|471554|True|292217|478066|2018-07-07
214|2018-06-14|43.48|471564|False|292209|478019|2018-07-12
215|2018-06-04|25.52|471554|False|292213|478007|2018-12-05
216|2018-06-12|37.64|471564|False|292215|478067|2018-09-19
217|2018-06-15|9.96|471554|True|292211|478022|2018-07-23
218|2018-06-18|10.14|471554|True|292217|478066|2018-09-05
219|2018-06-20|6.51|471557|False|292214|478018|2018-08-24
220|2018-05-31|8.75|471553|True|292205|477992|2018-07-02
221|2018-06-12|9.7|471557|False|292205|478016|2019-02-22
222|2018-06-12|9.87|471557|True|292217|478013|2018-10-22
223|2018-06-06|10.5|471553|True|292219|478068|2018-08-31
224|2018-06-09|10.19|471554|True|292210|478069|2018-08-13
225|2018-06-04|36.78|471554|False|292210|478039|2018-08-21
226|2018-06-13|10.29|471554|True|292211|478052|2018-07-25
227|2018-08-28|10.16|471557|True|292212|478002|2019-01-18
228|2018-08-27|9.91|471570|False|292206|477993|2019-04-04
229|2018-08-15|10.21|471568|False|292211|478002|2018-09-20
230|2018-09-04|9.27|471554|True|292214|478009|2019-05-28
231|2018-08-29|10.42|471563|False|292211|478002|2019-02-19
232|2018-09-10|10.53|471558|False|292211|478046|2018-09-22
233|2018-09-06|5.03|471554|True|292205|478058|2018-10-09
234|2018-09-03|10.35|471568|False|292211|478002|2018-10-03
235|2018-10-09|12.45|471557|False|292208|477996|2019-01-31
236|2018-12-12|10.54|471553|True|292219|478040|2019-01-26
237|2018-12-07|30.87|471553|True|292224|478035|2019-10-04
238|2019-01-07|11.02|471568|True|292223|478026|2019-02-13
239|2018-12-10|28.38|471563|False|292223|478070|2019-03-27
240|2018-12-13|10.62|471554|True|292219|478060|2019-01-03
241|2018-12-27|7.08|471557|False|292214|478018|2019-02-06
242|2018-12-27|10.75|471565|False|292211|478071|2019-04-05
243|2018-12-13|6.97|471564|False|292215|478067|2019-04-15
244|2019-01-23|10.57|471553|True|292211|478034|2019-03-16
245|2019-04-08|5.35|471573|True|292206|477993|2019-04-23
246|2018-12-02|5.34|471555|True|292206|477993|2019-01-16
247|2018-12-14|10.92|471568|True|292223|478026|2019-01-29
248|2019-03-11|19.29|471569|True|292216|478072|2019-11-19
249|2017-03-20|23.07|471570|False|292222|478024|2018-01-05
250|2017-05-11|20.54|471557|True|292210|478065|2018-01-19
251|2017-08-17|10.22|471566|True|292206|477993|2018-01-30
252|2017-08-17|10.14|471566|True|292206|477993|2018-01-24
253|2017-10-02|10.1|471572|True|292206|477993|2018-01-15
254|2017-10-23|10.15|471557|True|292219|478040|2018-03-09
255|2018-02-23|9.82|471553|True|292208|478031|2018-03-28
256|2017-10-09|8.11|471557|True|292205|477992|2018-02-26
257|2017-12-14|10.55|471557|True|292211|478073|2018-05-04
258|2017-12-12|10.46|471557|True|292211|478003|2018-04-12
259|2017-12-04|10.1|471554|True|292215|478074|2018-01-08
260|2017-12-19|9.22|471565|True|292214|478009|2018-07-17
261|2017-12-07|33.29|471559|True|292223|478075|2018-08-22
262|2018-01-03|10.27|471553|True|292223|478026|2018-03-02
263|2017-12-19|10.73|471557|True|292209|478076|2018-02-23
264|2017-12-14|10.25|471554|True|292210|478005|2018-01-18
265|2018-01-04|10.44|471553|True|292227|477998|2018-02-14
266|2017-12-22|33.33|471564|False|292215|478067|2018-03-26
267|2018-05-21|15.81|471564|False|292215|478067|2018-09-07
268|2017-12-14|9.87|471557|False|292210|478065|2018-02-28
269|2018-01-08|16.53|471554|False|292208|477996|2018-01-19
270|2018-03-08|9.78|471563|False|292220|478005|2018-05-31
271|2018-02-28|11.42|471557|True|292211|478034|2018-06-14
272|2018-02-28|10.67|471557|True|292211|478034|2018-04-17
273|2018-03-04|10.76|471568|True|292211|478004|2018-03-21
274|2018-03-09|15.11|471563|True|292213|478048|2018-05-22
275|2018-03-06|14.27|471559|True|292213|478007|2018-06-12
276|2018-02-19|10.9|471554|True|292219|478030|2018-06-16
277|2018-02-27|9.83|471557|True|292219|478077|2018-09-28
278|2018-03-16|19.72|471565|True|292211|478003|2018-05-01
279|2018-06-26|19.92|471565|True|292211|478003|2018-10-16
280|2018-03-01|16.51|471554|False|292208|478000|2018-03-12
281|2018-03-02|10.42|471557|True|292217|478013|2018-05-17
282|2018-03-16|10.21|471557|True|292217|478013|2018-08-09
283|2018-02-28|5.92|471557|False|292214|478009|2018-04-03
284|2018-02-23|4.44|471573|True|292206|477993|2018-06-27
285|2018-02-23|10.49|471563|True|292210|478072|2018-03-23
286|2018-05-02|10.09|471554|True|292211|478022|2018-07-27
287|2018-04-30|10.05|471558|True|292218|478005|2018-06-09
288|2018-05-11|25.54|471554|False|292213|478007|2018-08-01
289|2018-06-28|25.5|471566|False|292206|478061|2019-03-13
290|2018-05-23|14.24|471563|False|292213|478048|2019-05-13
291|2018-04-27|4.91|471557|False|292213|478007|2019-03-19
292|2018-06-28|9.91|471557|True|292217|478013|2018-10-31
293|2018-07-09|9.86|471557|True|292217|478013|2019-01-07
294|2018-07-19|10.39|471558|True|292218|478005|2018-08-29
295|2018-08-01|10.42|471558|True|292218|478065|2018-08-27
296|2018-10-09|14.62|471557|False|292208|477996|2018-12-28
297|2018-06-21|10.39|471554|True|292209|477998|2018-06-29
298|2018-07-12|10.37|471563|True|292209|477998|2018-11-09
299|2018-06-27|9.99|471565|True|292211|478052|2018-11-27
300|2018-07-09|10.03|471565|True|292211|478052|2018-11-27
301|2018-08-21|10.64|471554|True|292209|477998|2018-09-17
302|2018-08-21|10.15|471565|False|292211|478078|2018-10-25
303|2018-08-27|10.04|471554|True|292219|478015|2018-09-30
304|2018-11-15|5.26|471575|False|292206|477993|2018-12-12
305|2018-10-15|5.17|471575|False|292206|477993|2018-10-17
306|2018-08-28|10.66|471554|True|292209|477998|2018-09-07
307|2018-08-28|6.07|471554|False|292214|478018|2019-05-13
308|2018-09-04|10.18|471558|True|292219|478079|2019-01-23
309|2018-11-26|9.49|471557|True|292214|478018|2019-05-22
310|2018-11-11|19.71|471557|True|292213|478007|2019-06-28
311|2017-01-03|24.36|471570|True|292222|478024|2018-12-14
312|2017-08-17|10.22|471566|True|292206|477993|2018-01-29
313|2017-10-16|6.63|471564|False|292208|478080|2018-03-06
314|2017-11-21|15.32|471553|False|292218|478005|2018-01-08
315|2018-02-13|15.55|471553|False|292218|478005|2018-04-10
316|2017-11-07|15.53|471566|False|292206|477993|2018-08-31
317|2017-10-12|9.87|471554|True|292210|478081|2018-04-11
318|2017-12-19|16.81|471557|False|292208|477996|2018-03-16
319|2017-12-13|21.05|471554|True|292205|477992|2018-04-07
320|2017-12-12|10.29|471557|True|292211|478047|2018-04-13
321|2017-12-07|10.19|471557|True|292210|478005|2018-02-23
322|2017-12-18|10.81|471554|True|292209|477998|2018-03-14
323|2017-12-15|10.21|471553|True|292205|478016|2018-02-23
324|2017-12-21|10.98|471553|True|292209|477998|2018-01-20
325|2017-12-20|9.98|471554|True|292217|478013|2018-02-02
326|2017-12-28|6.02|471557|False|292214|478009|2018-02-02
327|2017-12-19|15.23|471558|False|292210|478082|2018-01-29
328|2017-12-18|10.39|471554|True|292212|478022|2018-02-01
329|2017-12-19|10.06|471557|False|292221|478028|2018-06-22
330|2017-12-22|10.73|471564|False|292215|478067|2018-02-06
331|2018-01-03|7.55|471557|False|292214|478018|2018-02-21
332|2018-01-02|10.35|471556|True|292210|478082|2018-02-07
333|2018-01-02|10.1|471554|True|292209|477998|2018-01-13
334|2018-01-05|10.44|471554|True|292217|478013|2018-02-19
335|2018-02-27|10.25|471557|True|292221|478028|2018-06-15
336|2018-03-08|10.19|471554|True|292217|478013|2018-03-29
337|2018-02-28|10.67|471557|True|292211|478034|2018-04-25
338|2018-02-15|18.47|471557|True|292210|478065|2018-06-15
339|2018-03-09|43.21|471564|False|292215|478019|2018-04-11
340|2018-03-12|10.87|471560|True|292211|478046|2018-08-01
341|2018-03-07|10.44|471557|True|292217|478013|2018-05-22
342|2018-03-07|10.05|471557|True|292217|478013|2018-05-11
343|2018-02-28|6.21|471557|False|292214|478009|2018-03-28
344|2018-02-28|5.89|471557|False|292214|478009|2018-03-23
345|2018-02-21|9.82|471557|True|292211|478011|2018-05-04
346|2018-03-08|10.04|471554|True|292217|478013|2018-08-30
347|2018-04-02|10.01|471557|True|292217|478083|2018-07-31
348|2018-03-22|10.06|471553|True|292221|478084|2018-06-06
349|2018-03-12|25.38|471559|False|292213|478007|2018-05-18
350|2018-02-28|8.5|471559|True|292205|477992|2018-04-18
351|2018-02-22|6.91|471554|False|292214|478085|2018-04-19
352|2018-03-15|12.05|471557|False|292208|478009|2018-04-06
353|2018-04-30|10.08|471558|True|292218|478086|2018-06-14
354|2018-05-04|25.52|471554|False|292213|478007|2018-08-24
355|2018-05-21|10.31|471564|True|292217|478013|2018-09-24
356|2018-06-28|25.01|471566|False|292206|478061|2019-03-13
357|2018-05-08|9.61|471559|True|292212|478046|2018-07-19
358|2018-05-21|6.4|471554|False|292214|478009|2018-09-18
359|2018-06-18|10.22|471554|False|292216|478087|2018-11-30
360|2018-07-03|10.51|471563|True|292209|477998|2018-12-10
361|2018-07-02|28.43|471564|False|292215|478067|2018-10-08
362|2018-07-12|10.53|471563|True|292209|477998|2018-10-23
363|2018-07-12|9.12|471557|True|292214|478009|2018-09-19
364|2018-07-12|6.33|471557|False|292214|478009|2018-08-02
365|2018-07-03|10.68|471554|True|292227|478043|2018-08-13
366|2018-08-27|10.24|471554|True|292217|478066|2018-12-27
367|2018-08-20|10.06|471557|True|292217|478013|2018-12-31
368|2018-08-27|10.33|471554|True|292217|478066|2018-09-27
369|2018-08-21|16.07|471564|False|292215|478067|2018-11-30
370|2018-08-14|10.46|471554|True|292211|478022|2019-04-11
371|2018-08-21|10.02|471554|True|292219|478034|2018-10-10
372|2018-08-29|10.67|471565|True|292209|477998|2018-11-29
373|2016-12-15|23.97|471553|False|292224|478088|2018-04-27
374|2017-04-17|9.47|471556|True|292207|478062|2018-02-23
375|2017-09-02|13.68|471554|False|292213|478048|2018-05-14
376|2017-09-11|9.7|471553|True|292209|477998|2018-03-25
377|2017-09-07|9.78|471554|True|292210|478005|2018-02-06
378|2017-10-25|16.08|471557|False|292208|477996|2018-02-09
379|2017-10-17|20.56|471558|True|292208|477996|2018-01-12
380|2017-11-02|4.43|471557|False|292213|478007|2018-01-19
381|2017-11-01|20.93|471554|True|292205|477992|2018-01-30
382|2017-11-02|10.43|471557|True|292211|478073|2018-01-08
383|2017-11-01|9.93|471556|True|292207|478062|2018-03-07
384|2017-10-30|18.68|471556|True|292213|478048|2018-02-02
385|2017-11-14|10.13|471559|True|292212|478046|2018-01-10
386|2017-12-14|10.04|471553|True|292227|477998|2018-01-25
387|2018-01-05|10.86|471554|True|292209|477998|2018-01-16
388|2018-01-03|8.35|471553|True|292205|477992|2018-03-07
389|2018-01-05|9.85|471554|True|292221|477992|2018-01-26
390|2018-01-11|6.06|471557|False|292214|478018|2018-02-08
391|2018-03-21|10.22|471568|True|292223|478026|2018-04-11
392|2018-03-27|9.95|471558|True|292218|478086|2018-05-05
393|2018-04-20|11.22|471554|True|292219|478089|2018-04-30
394|2018-02-24|10.49|471571|True|292208|478064|2018-05-29
395|2018-05-21|9.98|471564|True|292217|478013|2018-09-04
396|2018-03-26|25.41|471554|False|292213|478007|2019-01-11
397|2018-03-20|25.4|471559|False|292213|478007|2018-06-06
398|2018-03-28|9.75|471557|True|292211|478090|2018-04-27
399|2018-03-16|15.21|471557|True|292213|478007|2018-07-06
400|2018-03-16|4.8|471557|False|292213|478007|2018-09-19
401|2018-03-26|19.16|471563|True|292211|478002|2018-09-18
402|2018-03-22|10.23|471554|True|292209|478043|2018-03-29
403|2018-03-19|9.87|471554|False|292218|478051|2018-03-30
404|2018-05-29|10.33|471556|True|292207|477995|2018-10-18
405|2018-06-05|14.35|471554|True|292213|478048|2018-07-26
406|2018-06-04|9.76|471570|False|292206|477993|2019-04-02
407|2018-07-11|32.22|471563|False|292224|478035|2019-01-25
408|2018-06-12|10.45|471563|True|292209|477998|2018-09-21
409|2018-05-30|20.01|471559|True|292211|478003|2018-10-16
410|2018-06-12|9.78|471557|False|292205|478016|2019-01-18
411|2018-06-08|10.11|471554|True|292217|478013|2018-07-07
412|2018-06-11|8.32|471553|True|292205|477992|2018-07-18
413|2018-06-20|8.13|471557|False|292214|478018|2018-09-18
414|2018-05-31|6.36|471554|False|292214|478009|2018-10-31
415|2018-06-09|9.95|471554|True|292211|478052|2018-08-24
416|2018-06-13|10.12|471553|True|292208|478031|2018-09-07
417|2018-08-14|5.34|471573|True|292206|477993|2019-02-28
418|2018-09-18|10.72|471565|True|292209|477998|2019-02-25
419|2018-08-23|19.74|471554|True|292210|478069|2018-10-25
420|2018-08-15|10.21|471568|False|292211|478002|2018-09-13
421|2018-08-27|10.33|471554|True|292217|478013|2018-11-13
422|2018-08-17|10.13|471556|True|292211|478091|2018-10-29
423|2018-09-05|10.1|471557|True|292217|478013|2019-02-18
424|2018-09-04|19.02|471554|True|292213|478048|2019-02-18
425|2018-10-09|16.37|471554|False|292208|477996|2018-10-19
426|2018-12-24|10.82|471574|True|292221|478055|2019-02-27
427|2018-12-20|10.81|471574|True|292221|478055|2019-02-25
428|2019-01-07|11.02|471568|True|292223|478026|2019-02-13
429|2018-12-10|10.53|471558|False|292211|478046|2019-01-29
430|2018-12-27|10.5|471553|True|292211|478034|2019-02-19
431|2018-12-12|11.04|471553|True|292217|478092|2019-04-12
432|2018-12-06|19.86|471557|True|292208|477996|2019-07-05
433|2018-12-04|10.93|471568|True|292223|478026|2018-12-19
434|2018-12-20|26.24|471554|False|292213|478007|2019-06-20
435|2019-01-30|11.0|471553|True|292211|478093|2019-04-25
436|2019-01-03|16.69|471566|False|292206|477993|2019-07-25
437|2019-01-24|5.81|471566|True|292206|477993|2019-05-01
438|2019-01-14|9.55|471557|True|292214|478009|2019-07-19
439|2019-02-18|16.9|471553|False|292210|478005|2019-04-16
440|2019-01-22|8.25|471565|True|292214|478009|2019-03-12
441|2019-01-14|11.04|471553|False|292221|478094|2019-02-28
442|2019-03-14|9.45|471565|True|292214|478009|2019-05-31
443|2019-05-12|9.7|471555|False|292215|478095|2019-07-03
444|2019-04-07|9.6|471555|False|292215|478095|2019-05-24
445|2019-03-08|9.61|471559|True|292215|478046|2019-06-14
446|2019-03-18|4.94|471558|False|292213|478048|2019-06-21
447|2019-04-11|10.87|471553|True|292215|478068|2019-07-19
448|2019-05-12|5.67|471555|False|292206|477993|2019-07-31
